chr,block,sample,startpos,endpos,hapgroup,Hex_Code
1,3,PHP60,1289635,1657834,B37,#a499ff
1,3,PHP85,1289635,1657834,B37,#a499ff
1,3,PHR30,1289635,1657834,B37,#a499ff
1,3,PHT55,1289635,1657834,B37,#a499ff
1,3,PHV37,1289635,1657834,B37,#a499ff
1,3,PHW52,1289635,1657834,B37,#a499ff
1,3,282set_B84,1289635,1657834,B37,#a499ff
1,3,282set_R4,1289635,1657834,B37,#a499ff
1,3,B37,1289635,1657834,B37,#a499ff
1,3,H84,1289635,1657834,B37,#a499ff
1,3,W64A,1289635,1657834,282set_Wf9,#630039
1,3,L139,1289635,1657834,282set_Wf9,#630039
1,3,LH39,1289635,1657834,282set_Wf9,#630039
1,3,LH60,1289635,1657834,282set_Wf9,#630039
1,3,LH85,1289635,1657834,282set_Wf9,#630039
1,3,MBSJ,1289635,1657834,282set_Wf9,#630039
1,3,PHBA6,1289635,1657834,282set_Wf9,#630039
1,3,PHG47,1289635,1657834,282set_Wf9,#630039
1,3,PHM81,1289635,1657834,282set_Wf9,#630039
1,3,PHN37,1289635,1657834,282set_Wf9,#630039
1,3,PHN73,1289635,1657834,282set_Wf9,#630039
1,3,282set_A654,1289635,1657834,282set_Wf9,#630039
1,3,282set_K55,1289635,1657834,282set_Wf9,#630039
1,3,282set_MO1W,1289635,1657834,282set_Wf9,#630039
1,3,282set_Wf9,1289635,1657834,282set_Wf9,#630039
1,3,A554,1289635,1657834,282set_Wf9,#630039
1,3,282set_A239,1289635,1657834,LH82,#3567ff
1,3,IBB14,1289635,1657834,LH82,#3567ff
1,3,LH52,1289635,1657834,LH82,#3567ff
1,3,LH82,1289635,1657834,LH82,#3567ff
1,3,MBPM,1289635,1657834,LH82,#3567ff
1,3,PHJ70,1289635,1657834,LH82,#3567ff
1,3,282set_C123,1289635,1657834,LH82,#3567ff
1,3,282set_CI187-2,1289635,1657834,282set_CI187-2,#d6a32c
1,3,HB8229,1289635,1657834,282set_CI187-2,#d6a32c
1,3,PHR32,1289635,1657834,282set_CI187-2,#d6a32c
1,3,282set_B164,1289635,1657834,282set_CI187-2,#d6a32c
1,3,W22,1289635,1657834,W22,#94004a
1,3,282set_W182B,1289635,1657834,W22,#94004a
1,3,282set_B64,1289635,1657834,282set_B64,#ff4e72
1,3,PHN66,1289635,1657834,282set_B64,#ff4e72
1,30,207,8790577,9111180,207,#01aeef
1,30,1538,8790577,9111180,207,#01aeef
1,30,29MIBZ2,8790577,9111180,207,#01aeef
1,30,83IBI3,8790577,9111180,207,#01aeef
1,30,IBB14,8790577,9111180,207,#01aeef
1,30,IBC2,8790577,9111180,207,#01aeef
1,30,L127,8790577,9111180,207,#01aeef
1,30,L135,8790577,9111180,207,#01aeef
1,30,LH82,8790577,9111180,207,#01aeef
1,30,OQ603,8790577,9111180,207,#01aeef
1,30,PHG35,8790577,9111180,207,#01aeef
1,30,PHG50,8790577,9111180,207,#01aeef
1,30,PHG72,8790577,9111180,207,#01aeef
1,30,PHG83,8790577,9111180,207,#01aeef
1,30,PHH93,8790577,9111180,207,#01aeef
1,30,PHK42,8790577,9111180,207,#01aeef
1,30,PHN11,8790577,9111180,207,#01aeef
1,30,PHN73,8790577,9111180,207,#01aeef
1,30,PHN82,8790577,9111180,207,#01aeef
1,30,PHP55,8790577,9111180,207,#01aeef
1,30,PHP76,8790577,9111180,207,#01aeef
1,30,PHR25,8790577,9111180,207,#01aeef
1,30,PHR63,8790577,9111180,207,#01aeef
1,30,Q381,8790577,9111180,207,#01aeef
1,30,282set_I205,8790577,9111180,207,#01aeef
1,30,LH191,8790577,9111180,LH191,#008ce8
1,30,PHG84,8790577,9111180,LH191,#008ce8
1,30,PHM57,8790577,9111180,LH191,#008ce8
1,30,PHT22,8790577,9111180,LH191,#008ce8
1,30,Oh7B,8790577,9111180,Pa91,#6b2412
1,30,282set_38-11Goodman-Buckler,8790577,9111180,Pa91,#6b2412
1,30,Pa91,8790577,9111180,Pa91,#6b2412
1,30,282set_Va59,8790577,9111180,282set_Va59,#76d4e3
1,30,5707,8790577,9111180,282set_Va59,#76d4e3
1,30,282set_T8,8790577,9111180,282set_Va59,#76d4e3
1,30,282set_R177,8790577,9111180,282set_R177,#cd9900
1,30,LH215,8790577,9111180,282set_R177,#cd9900
1,30,MBPM,8790577,9111180,282set_R177,#cd9900
1,30,282set_C123,8790577,9111180,282set_C123,#ff64af
1,30,LH65,8790577,9111180,282set_C123,#ff64af
1,30,PHV78,8790577,9111180,282set_C123,#ff64af
1,30,PHR58,8790577,9111180,282set_C103,#535421
1,30,PHK76,8790577,9111180,282set_C103,#535421
1,30,282set_C103,8790577,9111180,282set_C103,#535421
1,30,807,8790577,9111180,282set_W117Ht,#5b8400
1,30,282set_CM7,8790577,9111180,282set_W117Ht,#5b8400
1,30,282set_W117Ht,8790577,9111180,282set_W117Ht,#5b8400
1,30,282set_Os420,8790577,9111180,282set_Os420,#b19e00
1,30,PHN29,8790577,9111180,282set_Os420,#b19e00
1,30,282set_A556,8790577,9111180,OH7,#ff6c20
1,30,OH7,8790577,9111180,OH7,#ff6c20
1,30,PHW17,8790577,9111180,PHW17,#744ffd
1,30,PHW20,8790577,9111180,PHW17,#744ffd
1,30,A632,8790577,9111180,A632,#003ac8
1,30,790,8790577,9111180,A632,#003ac8
1,30,794,8790577,9111180,A632,#003ac8
1,30,78004,8790577,9111180,A632,#003ac8
1,30,78010,8790577,9111180,A632,#003ac8
1,30,4N506,8790577,9111180,A632,#003ac8
1,30,78002A,8790577,9111180,A632,#003ac8
1,30,FBHJ,8790577,9111180,A632,#003ac8
1,30,HB8229,8790577,9111180,A632,#003ac8
1,30,LH143,8790577,9111180,A632,#003ac8
1,30,LH145,8790577,9111180,A632,#003ac8
1,30,LH190,8790577,9111180,A632,#003ac8
1,30,LH220Ht,8790577,9111180,A632,#003ac8
1,30,NS701,8790577,9111180,A632,#003ac8
1,30,PHG71,8790577,9111180,A632,#003ac8
1,30,RS710,8790577,9111180,A632,#003ac8
1,30,282set_A634,8790577,9111180,A632,#003ac8
1,30,282set_A635,8790577,9111180,A632,#003ac8
1,30,282set_A641,8790577,9111180,A632,#003ac8
1,30,282set_N28Ht,8790577,9111180,A632,#003ac8
1,30,B68,8790577,9111180,A632,#003ac8
1,30,CM105,8790577,9111180,A632,#003ac8
1,30,PHJ33,8790577,9111180,282set_W182B,#bb6aff
1,30,282set_W182B,8790577,9111180,282set_W182B,#bb6aff
1,30,LH156,8790577,9111180,282set_Va85,#a766ff
1,30,282set_Va85,8790577,9111180,282set_Va85,#a766ff
1,30,Va26,8790577,9111180,Va26,#00ad82
1,30,282set_Mt42,8790577,9111180,282set_Mt42,#660005
1,30,282set_MS1334,8790577,9111180,282set_MS1334,#012ab8
1,30,282set_H49,8790577,9111180,282set_H49,#593800
1,30,B97,8790577,9111180,B97,#01a761
1,30,282set_B84,8790577,9111180,282set_B84,#770073
1,30,282set_B57,8790577,9111180,282set_B57,#01609b
1,30,282set_B164,8790577,9111180,282set_B164,#a10025
1,30,B76,8790577,9111180,B37,#a499ff
1,30,B09,8790577,9111180,B37,#a499ff
1,30,B47,8790577,9111180,B37,#a499ff
1,30,FAPW,8790577,9111180,B37,#a499ff
1,30,LH1,8790577,9111180,B37,#a499ff
1,30,LH194,8790577,9111180,B37,#a499ff
1,30,PHG39,8790577,9111180,B37,#a499ff
1,30,PHJ40,8790577,9111180,B37,#a499ff
1,30,PHK35,8790577,9111180,B37,#a499ff
1,30,PHM10,8790577,9111180,B37,#a499ff
1,30,PHP85,8790577,9111180,B37,#a499ff
1,30,PHPR5,8790577,9111180,B37,#a499ff
1,30,PHR30,8790577,9111180,B37,#a499ff
1,30,PHT55,8790577,9111180,B37,#a499ff
1,30,PHT69,8790577,9111180,B37,#a499ff
1,30,PHV37,8790577,9111180,B37,#a499ff
1,30,PHW03,8790577,9111180,B37,#a499ff
1,30,PHW51,8790577,9111180,B37,#a499ff
1,30,PHW52,8790577,9111180,B37,#a499ff
1,30,B37,8790577,9111180,B37,#a499ff
1,30,H84,8790577,9111180,B37,#a499ff
1,30,282set_A239,8790577,9111180,282set_A239,#f382e6
1,30,WIL900,8790577,9111180,WIL900,#342895
1,30,SX-6-7,8790577,9111180,SX-6-7,#0146df
1,30,PHZ51,8790577,9111180,PHZ51,#9f4fff
1,30,LH162,8790577,9111180,LH162,#0066e4
1,30,BCC03,8790577,9111180,BCC03,#d03cf0
1,30,B73,8790577,9111180,B73,#520dc0
1,30,764,8790577,9111180,B73,#520dc0
1,30,87916W,8790577,9111180,B73,#520dc0
1,30,DJ7,8790577,9111180,B73,#520dc0
1,30,F42,8790577,9111180,B73,#520dc0
1,30,LH119,8790577,9111180,B73,#520dc0
1,30,LH132,8790577,9111180,B73,#520dc0
1,30,LH149,8790577,9111180,B73,#520dc0
1,30,LH192,8790577,9111180,B73,#520dc0
1,30,LH196,8790577,9111180,B73,#520dc0
1,30,LH202,8790577,9111180,B73,#520dc0
1,30,LH205,8790577,9111180,B73,#520dc0
1,30,LH208,8790577,9111180,B73,#520dc0
1,30,LH74,8790577,9111180,B73,#520dc0
1,30,LP5,8790577,9111180,B73,#520dc0
1,30,PB80,8790577,9111180,B73,#520dc0
1,30,PHT10,8790577,9111180,B73,#520dc0
1,30,S8324,8790577,9111180,B73,#520dc0
1,30,W8555,8790577,9111180,B73,#520dc0
1,30,Mo17,8790577,9111180,Mo17,#00c628
1,30,78371A,8790577,9111180,Mo17,#00c628
1,30,LH127,8790577,9111180,Mo17,#00c628
1,30,LH128,8790577,9111180,Mo17,#00c628
1,30,LH160,8790577,9111180,Mo17,#00c628
1,30,LH51,8790577,9111180,Mo17,#00c628
1,30,LH52,8790577,9111180,Mo17,#00c628
1,30,LH54,8790577,9111180,Mo17,#00c628
1,30,LH61,8790577,9111180,Mo17,#00c628
1,30,LH85,8790577,9111180,Mo17,#00c628
1,30,MBNA,8790577,9111180,Mo17,#00c628
1,30,PHJ75,8790577,9111180,Mo17,#00c628
1,30,PHM81,8790577,9111180,Mo17,#00c628
1,30,Seagu1117,8790577,9111180,Mo17,#00c628
1,30,282set_A654,8790577,9111180,Mo17,#00c628
1,30,282set_CI187-2,8790577,9111180,Mo17,#00c628
1,30,282set_K55,8790577,9111180,Mo17,#00c628
1,30,282set_R4,8790577,9111180,Mo17,#00c628
1,30,Oh43,8790577,9111180,Oh43,#f20006
1,30,78551S,8790577,9111180,Oh43,#f20006
1,30,E8501,8790577,9111180,Oh43,#f20006
1,30,LH38,8790577,9111180,Oh43,#f20006
1,30,LH39,8790577,9111180,Oh43,#f20006
1,30,LH57,8790577,9111180,Oh43,#f20006
1,30,LH59,8790577,9111180,Oh43,#f20006
1,30,MBST,8790577,9111180,Oh43,#f20006
1,30,MDF-13D,8790577,9111180,Oh43,#f20006
1,30,MM402A,8790577,9111180,Oh43,#f20006
1,30,PHG47,8790577,9111180,Oh43,#f20006
1,30,PHN37,8790577,9111180,Oh43,#f20006
1,30,PHW30,8790577,9111180,Oh43,#f20006
1,30,PHW43,8790577,9111180,Oh43,#f20006
1,30,282set_A619,8790577,9111180,Oh43,#f20006
1,30,282set_H99,8790577,9111180,Oh43,#f20006
1,30,Oh40B,8790577,9111180,Oh43,#f20006
1,30,W64A,8790577,9111180,282set_Wf9,#630039
1,30,787,8790577,9111180,282set_Wf9,#630039
1,30,6103,8790577,9111180,282set_Wf9,#630039
1,30,LH60,8790577,9111180,282set_Wf9,#630039
1,30,PHP60,8790577,9111180,282set_Wf9,#630039
1,30,SX-4-21,8790577,9111180,282set_Wf9,#630039
1,30,282set_MO1W,8790577,9111180,282set_Wf9,#630039
1,30,282set_Wf9,8790577,9111180,282set_Wf9,#630039
1,30,A554,8790577,9111180,282set_Wf9,#630039
1,30,W22,8790577,9111180,W22,#94004a
1,30,LH93,8790577,9111180,W22,#94004a
1,30,LIBC4,8790577,9111180,W22,#94004a
1,30,MBSJ,8790577,9111180,W22,#94004a
1,30,282set_CMV3,8790577,9111180,282set_CMV3,#dc90e3
1,30,779,8790577,9111180,282set_CMV3,#dc90e3
1,30,2FACC,8790577,9111180,282set_CMV3,#dc90e3
1,30,PHK05,8790577,9111180,282set_CMV3,#dc90e3
1,30,282set_B64,8790577,9111180,B14,#FFE303
1,30,B14,8790577,9111180,B14,#FFE303
1,30,PHN66,8790577,9111180,B14,#FFE303
1,30,282set_B14A,8790577,9111180,B14,#FFE303
1,31,207,9111220,9454572,207,#01aeef
1,31,1538,9111220,9454572,207,#01aeef
1,31,29MIBZ2,9111220,9454572,207,#01aeef
1,31,83IBI3,9111220,9454572,207,#01aeef
1,31,IBB14,9111220,9454572,207,#01aeef
1,31,IBB15,9111220,9454572,207,#01aeef
1,31,IBC2,9111220,9454572,207,#01aeef
1,31,L127,9111220,9454572,207,#01aeef
1,31,L135,9111220,9454572,207,#01aeef
1,31,LH82,9111220,9454572,207,#01aeef
1,31,OQ603,9111220,9454572,207,#01aeef
1,31,PHG35,9111220,9454572,207,#01aeef
1,31,PHG50,9111220,9454572,207,#01aeef
1,31,PHG72,9111220,9454572,207,#01aeef
1,31,PHG83,9111220,9454572,207,#01aeef
1,31,PHH93,9111220,9454572,207,#01aeef
1,31,PHK42,9111220,9454572,207,#01aeef
1,31,PHN11,9111220,9454572,207,#01aeef
1,31,PHN73,9111220,9454572,207,#01aeef
1,31,PHN82,9111220,9454572,207,#01aeef
1,31,PHP55,9111220,9454572,207,#01aeef
1,31,PHP76,9111220,9454572,207,#01aeef
1,31,PHR25,9111220,9454572,207,#01aeef
1,31,PHR36,9111220,9454572,207,#01aeef
1,31,PHR63,9111220,9454572,207,#01aeef
1,31,Q381,9111220,9454572,207,#01aeef
1,31,282set_I205,9111220,9454572,207,#01aeef
1,31,PHW79,9111220,9454572,LH191,#008ce8
1,31,LH191,9111220,9454572,LH191,#008ce8
1,31,PHM57,9111220,9454572,LH191,#008ce8
1,31,PHT22,9111220,9454572,LH191,#008ce8
1,31,Oh7B,9111220,9454572,Pa91,#6b2412
1,31,282set_38-11Goodman-Buckler,9111220,9454572,Pa91,#6b2412
1,31,Pa91,9111220,9454572,Pa91,#6b2412
1,31,282set_Va59,9111220,9454572,282set_Va59,#76d4e3
1,31,5707,9111220,9454572,282set_Va59,#76d4e3
1,31,282set_T8,9111220,9454572,282set_Va59,#76d4e3
1,31,282set_CMV3,9111220,9454572,282set_CMV3,#dc90e3
1,31,779,9111220,9454572,282set_CMV3,#dc90e3
1,31,PHK05,9111220,9454572,282set_CMV3,#dc90e3
1,31,B97,9111220,9454572,282set_R4,#000688
1,31,LH52,9111220,9454572,282set_R4,#000688
1,31,282set_R4,9111220,9454572,282set_R4,#000688
1,31,LH59,9111220,9454572,282set_H99,#0174b9
1,31,LH57,9111220,9454572,282set_H99,#0174b9
1,31,282set_H99,9111220,9454572,282set_H99,#0174b9
1,31,W22,9111220,9454572,W22,#94004a
1,31,LH93,9111220,9454572,W22,#94004a
1,31,282set_R177,9111220,9454572,282set_R177,#cd9900
1,31,LH215,9111220,9454572,282set_R177,#cd9900
1,31,282set_Os420,9111220,9454572,282set_Os420,#b19e00
1,31,PHN29,9111220,9454572,282set_Os420,#b19e00
1,31,282set_H49,9111220,9454572,282set_H49,#593800
1,31,PHT60,9111220,9454572,282set_H49,#593800
1,31,A632,9111220,9454572,A632,#003ac8
1,31,790,9111220,9454572,A632,#003ac8
1,31,794,9111220,9454572,A632,#003ac8
1,31,78004,9111220,9454572,A632,#003ac8
1,31,78010,9111220,9454572,A632,#003ac8
1,31,4676A,9111220,9454572,A632,#003ac8
1,31,4N506,9111220,9454572,A632,#003ac8
1,31,78002A,9111220,9454572,A632,#003ac8
1,31,FBHJ,9111220,9454572,A632,#003ac8
1,31,HB8229,9111220,9454572,A632,#003ac8
1,31,LH143,9111220,9454572,A632,#003ac8
1,31,LH145,9111220,9454572,A632,#003ac8
1,31,LH190,9111220,9454572,A632,#003ac8
1,31,LH220Ht,9111220,9454572,A632,#003ac8
1,31,NS701,9111220,9454572,A632,#003ac8
1,31,PHG71,9111220,9454572,A632,#003ac8
1,31,PHT55,9111220,9454572,A632,#003ac8
1,31,RS710,9111220,9454572,A632,#003ac8
1,31,282set_A634,9111220,9454572,A632,#003ac8
1,31,282set_A635,9111220,9454572,A632,#003ac8
1,31,282set_A641,9111220,9454572,A632,#003ac8
1,31,282set_B84,9111220,9454572,A632,#003ac8
1,31,282set_N28Ht,9111220,9454572,A632,#003ac8
1,31,B68,9111220,9454572,A632,#003ac8
1,31,CM105,9111220,9454572,A632,#003ac8
1,31,PHW17,9111220,9454572,PHW17,#744ffd
1,31,PHW20,9111220,9454572,PHW17,#744ffd
1,31,LH156,9111220,9454572,282set_Va85,#a766ff
1,31,282set_Va85,9111220,9454572,282set_Va85,#a766ff
1,31,807,9111220,9454572,282set_W117Ht,#5b8400
1,31,282set_W117Ht,9111220,9454572,282set_W117Ht,#5b8400
1,31,Va26,9111220,9454572,Va26,#00ad82
1,31,282set_W182B,9111220,9454572,282set_W182B,#bb6aff
1,31,282set_Va17,9111220,9454572,282set_Va17,#5a00a2
1,31,282set_Mt42,9111220,9454572,282set_Mt42,#660005
1,31,282set_MS1334,9111220,9454572,282set_MS1334,#012ab8
1,31,282set_K55,9111220,9454572,282set_K55,#a89d00
1,31,282set_CM7,9111220,9454572,282set_CM7,#853400
1,31,B73,9111220,9454572,B73,#520dc0
1,31,764,9111220,9454572,B73,#520dc0
1,31,DJ7,9111220,9454572,B73,#520dc0
1,31,F42,9111220,9454572,B73,#520dc0
1,31,LH119,9111220,9454572,B73,#520dc0
1,31,LH132,9111220,9454572,B73,#520dc0
1,31,LH149,9111220,9454572,B73,#520dc0
1,31,LH192,9111220,9454572,B73,#520dc0
1,31,LH194,9111220,9454572,B73,#520dc0
1,31,LH196,9111220,9454572,B73,#520dc0
1,31,LH202,9111220,9454572,B73,#520dc0
1,31,LH205,9111220,9454572,B73,#520dc0
1,31,LH208,9111220,9454572,B73,#520dc0
1,31,LH74,9111220,9454572,B73,#520dc0
1,31,LP5,9111220,9454572,B73,#520dc0
1,31,PB80,9111220,9454572,B73,#520dc0
1,31,PHG86,9111220,9454572,B73,#520dc0
1,31,PHT10,9111220,9454572,B73,#520dc0
1,31,S8324,9111220,9454572,B73,#520dc0
1,31,W8555,9111220,9454572,B73,#520dc0
1,31,282set_B57,9111220,9454572,282set_B57,#01609b
1,31,282set_B164,9111220,9454572,282set_B164,#a10025
1,31,282set_A239,9111220,9454572,282set_A239,#f382e6
1,31,WIL900,9111220,9454572,WIL900,#342895
1,31,SX-6-7,9111220,9454572,SX-6-7,#0146df
1,31,PHZ51,9111220,9454572,PHZ51,#9f4fff
1,31,PHW30,9111220,9454572,PHW30,#ea3ff2
1,31,PHJ33,9111220,9454572,PHJ33,#a9b303
1,31,LIBC4,9111220,9454572,LIBC4,#0170c2
1,31,LH162,9111220,9454572,LH162,#0066e4
1,31,B76,9111220,9454572,B37,#a499ff
1,31,B09,9111220,9454572,B37,#a499ff
1,31,B47,9111220,9454572,B37,#a499ff
1,31,FAPW,9111220,9454572,B37,#a499ff
1,31,LH1,9111220,9454572,B37,#a499ff
1,31,PHG39,9111220,9454572,B37,#a499ff
1,31,PHJ40,9111220,9454572,B37,#a499ff
1,31,PHK35,9111220,9454572,B37,#a499ff
1,31,PHM10,9111220,9454572,B37,#a499ff
1,31,PHP85,9111220,9454572,B37,#a499ff
1,31,PHPR5,9111220,9454572,B37,#a499ff
1,31,PHR30,9111220,9454572,B37,#a499ff
1,31,PHT69,9111220,9454572,B37,#a499ff
1,31,PHV37,9111220,9454572,B37,#a499ff
1,31,PHW03,9111220,9454572,B37,#a499ff
1,31,PHW51,9111220,9454572,B37,#a499ff
1,31,PHW52,9111220,9454572,B37,#a499ff
1,31,B37,9111220,9454572,B37,#a499ff
1,31,H84,9111220,9454572,B37,#a499ff
1,31,BCC03,9111220,9454572,BCC03,#d03cf0
1,31,Oh43,9111220,9454572,Oh43,#f20006
1,31,78551S,9111220,9454572,Oh43,#f20006
1,31,LH123HT,9111220,9454572,Oh43,#f20006
1,31,LH38,9111220,9454572,Oh43,#f20006
1,31,LH39,9111220,9454572,Oh43,#f20006
1,31,MBSJ,9111220,9454572,Oh43,#f20006
1,31,MBST,9111220,9454572,Oh43,#f20006
1,31,MDF-13D,9111220,9454572,Oh43,#f20006
1,31,MM402A,9111220,9454572,Oh43,#f20006
1,31,PHG47,9111220,9454572,Oh43,#f20006
1,31,PHN37,9111220,9454572,Oh43,#f20006
1,31,PHR32,9111220,9454572,Oh43,#f20006
1,31,PHW43,9111220,9454572,Oh43,#f20006
1,31,282set_A619,9111220,9454572,Oh43,#f20006
1,31,Oh40B,9111220,9454572,Oh43,#f20006
1,31,Mo17,9111220,9454572,Mo17,#00c628
1,31,78371A,9111220,9454572,Mo17,#00c628
1,31,LH127,9111220,9454572,Mo17,#00c628
1,31,LH128,9111220,9454572,Mo17,#00c628
1,31,LH160,9111220,9454572,Mo17,#00c628
1,31,LH51,9111220,9454572,Mo17,#00c628
1,31,LH54,9111220,9454572,Mo17,#00c628
1,31,LH61,9111220,9454572,Mo17,#00c628
1,31,MBNA,9111220,9454572,Mo17,#00c628
1,31,S8326,9111220,9454572,Mo17,#00c628
1,31,Seagu1117,9111220,9454572,Mo17,#00c628
1,31,282set_CI187-2,9111220,9454572,Mo17,#00c628
1,31,W64A,9111220,9454572,282set_Wf9,#630039
1,31,787,9111220,9454572,282set_Wf9,#630039
1,31,6103,9111220,9454572,282set_Wf9,#630039
1,31,L139,9111220,9454572,282set_Wf9,#630039
1,31,LH60,9111220,9454572,282set_Wf9,#630039
1,31,PHP60,9111220,9454572,282set_Wf9,#630039
1,31,SX-4-21,9111220,9454572,282set_Wf9,#630039
1,31,282set_MO1W,9111220,9454572,282set_Wf9,#630039
1,31,282set_Wf9,9111220,9454572,282set_Wf9,#630039
1,31,A554,9111220,9454572,282set_Wf9,#630039
1,31,282set_C123,9111220,9454572,282set_C103,#535421
1,31,6M502,9111220,9454572,282set_C103,#535421
1,31,LH65,9111220,9454572,282set_C103,#535421
1,31,PHK76,9111220,9454572,282set_C103,#535421
1,31,PHR58,9111220,9454572,282set_C103,#535421
1,31,PHV53,9111220,9454572,282set_C103,#535421
1,31,PHV78,9111220,9454572,282set_C103,#535421
1,31,PHWG5,9111220,9454572,282set_C103,#535421
1,31,282set_C103,9111220,9454572,282set_C103,#535421
1,31,282set_B64,9111220,9454572,B14,#FFE303
1,31,B14,9111220,9454572,B14,#FFE303
1,31,PHN66,9111220,9454572,B14,#FFE303
1,31,282set_B14A,9111220,9454572,B14,#FFE303
1,31,282set_A654,9111220,9454572,282set_A654,#cb0042
1,31,LH85,9111220,9454572,282set_A654,#cb0042
1,31,PHJ75,9111220,9454572,282set_A654,#cb0042
1,31,PHM81,9111220,9454572,282set_A654,#cb0042
1,32,A632,9454573,9883759,A632,#003ac8
1,32,790,9454573,9883759,A632,#003ac8
1,32,794,9454573,9883759,A632,#003ac8
1,32,78004,9454573,9883759,A632,#003ac8
1,32,78010,9454573,9883759,A632,#003ac8
1,32,4676A,9454573,9883759,A632,#003ac8
1,32,4N506,9454573,9883759,A632,#003ac8
1,32,78002A,9454573,9883759,A632,#003ac8
1,32,B47,9454573,9883759,A632,#003ac8
1,32,FAPW,9454573,9883759,A632,#003ac8
1,32,FBHJ,9454573,9883759,A632,#003ac8
1,32,HB8229,9454573,9883759,A632,#003ac8
1,32,LH1,9454573,9883759,A632,#003ac8
1,32,LH143,9454573,9883759,A632,#003ac8
1,32,LH145,9454573,9883759,A632,#003ac8
1,32,LH190,9454573,9883759,A632,#003ac8
1,32,LH220Ht,9454573,9883759,A632,#003ac8
1,32,NS701,9454573,9883759,A632,#003ac8
1,32,PHG39,9454573,9883759,A632,#003ac8
1,32,PHG71,9454573,9883759,A632,#003ac8
1,32,PHK35,9454573,9883759,A632,#003ac8
1,32,PHM10,9454573,9883759,A632,#003ac8
1,32,PHPR5,9454573,9883759,A632,#003ac8
1,32,PHT55,9454573,9883759,A632,#003ac8
1,32,PHW03,9454573,9883759,A632,#003ac8
1,32,PHW52,9454573,9883759,A632,#003ac8
1,32,RS710,9454573,9883759,A632,#003ac8
1,32,282set_A634,9454573,9883759,A632,#003ac8
1,32,282set_A635,9454573,9883759,A632,#003ac8
1,32,282set_A641,9454573,9883759,A632,#003ac8
1,32,282set_B84,9454573,9883759,A632,#003ac8
1,32,282set_N28Ht,9454573,9883759,A632,#003ac8
1,32,B37,9454573,9883759,A632,#003ac8
1,32,B68,9454573,9883759,A632,#003ac8
1,32,B76,9454573,9883759,A632,#003ac8
1,32,CM105,9454573,9883759,A632,#003ac8
1,32,H84,9454573,9883759,A632,#003ac8
1,32,PHN37,9454573,9883759,LH123HT,#ef964e
1,32,LH123HT,9454573,9883759,LH123HT,#ef964e
1,32,PHG47,9454573,9883759,LH123HT,#ef964e
1,32,PHW43,9454573,9883759,LH123HT,#ef964e
1,32,PHJ33,9454573,9883759,282set_CMV3,#dc90e3
1,32,779,9454573,9883759,282set_CMV3,#dc90e3
1,32,PHK05,9454573,9883759,282set_CMV3,#dc90e3
1,32,282set_CMV3,9454573,9883759,282set_CMV3,#dc90e3
1,32,207,9454573,9883759,207,#01aeef
1,32,1538,9454573,9883759,207,#01aeef
1,32,29MIBZ2,9454573,9883759,207,#01aeef
1,32,83IBI3,9454573,9883759,207,#01aeef
1,32,IBB14,9454573,9883759,207,#01aeef
1,32,IBC2,9454573,9883759,207,#01aeef
1,32,L127,9454573,9883759,207,#01aeef
1,32,L135,9454573,9883759,207,#01aeef
1,32,LH82,9454573,9883759,207,#01aeef
1,32,OQ603,9454573,9883759,207,#01aeef
1,32,PHG35,9454573,9883759,207,#01aeef
1,32,PHG50,9454573,9883759,207,#01aeef
1,32,PHG72,9454573,9883759,207,#01aeef
1,32,PHG83,9454573,9883759,207,#01aeef
1,32,PHH93,9454573,9883759,207,#01aeef
1,32,PHK42,9454573,9883759,207,#01aeef
1,32,PHN11,9454573,9883759,207,#01aeef
1,32,PHN73,9454573,9883759,207,#01aeef
1,32,PHN82,9454573,9883759,207,#01aeef
1,32,PHP55,9454573,9883759,207,#01aeef
1,32,PHP76,9454573,9883759,207,#01aeef
1,32,PHR25,9454573,9883759,207,#01aeef
1,32,PHR36,9454573,9883759,207,#01aeef
1,32,PHR63,9454573,9883759,207,#01aeef
1,32,Q381,9454573,9883759,207,#01aeef
1,32,282set_I205,9454573,9883759,207,#01aeef
1,32,Oh7B,9454573,9883759,Pa91,#6b2412
1,32,282set_38-11Goodman-Buckler,9454573,9883759,Pa91,#6b2412
1,32,Pa91,9454573,9883759,Pa91,#6b2412
1,32,W22,9454573,9883759,282set_A556,#7c4c00
1,32,LH93,9454573,9883759,282set_A556,#7c4c00
1,32,282set_A556,9454573,9883759,282set_A556,#7c4c00
1,32,282set_K55,9454573,9883759,282set_K55,#a89d00
1,32,PHM57,9454573,9883759,282set_K55,#a89d00
1,32,PHT22,9454573,9883759,282set_K55,#a89d00
1,32,B97,9454573,9883759,282set_R4,#000688
1,32,LH52,9454573,9883759,282set_R4,#000688
1,32,282set_R4,9454573,9883759,282set_R4,#000688
1,32,LH59,9454573,9883759,282set_H99,#0174b9
1,32,LH57,9454573,9883759,282set_H99,#0174b9
1,32,282set_H99,9454573,9883759,282set_H99,#0174b9
1,32,282set_Va59,9454573,9883759,282set_Va59,#76d4e3
1,32,282set_T8,9454573,9883759,282set_Va59,#76d4e3
1,32,282set_R177,9454573,9883759,282set_R177,#cd9900
1,32,LH215,9454573,9883759,282set_R177,#cd9900
1,32,282set_Os420,9454573,9883759,282set_Os420,#b19e00
1,32,PHN29,9454573,9883759,282set_Os420,#b19e00
